sample_index,t,risk,state,flags,flags_dec,time,pos,vel,imu,stale,heading,stationary,innovation,rejected,raw_line
236,206387143.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387143.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
237,206387143.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387143.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
238,206387144.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387144.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
239,206387144.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387144.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
240,206387144.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387144.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
241,206387144.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387144.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
242,206387145.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387145.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
243,206387145.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387145.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
244,206387145.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387145.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
245,206387145.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387145.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
246,206387146.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387146.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
247,206387146.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387146.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
248,206387146.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387146.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
249,206387146.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387146.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
250,206387147.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387147.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
251,206387147.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387147.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
252,206387147.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387147.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
253,206387147.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387147.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
254,206387148.171,0.5,1,0x0006,6,0,1,1,0,0,0,0,0,0,"AS,t=206387148.171,risk=0.50,state=1,flags=0x0006,time=0,pos=1,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
255,206387148.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387148.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
256,206387148.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387148.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
257,206387148.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387148.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
258,206387148.921,0.5,1,0x0005,5,1,0,1,0,0,0,0,0,0,"AS,t=206387148.921,risk=0.50,state=1,flags=0x0005,time=1,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
259,206387149.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387149.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
260,206387149.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387149.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
261,206387149.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387149.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
262,206387150.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387150.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
263,206387150.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387150.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
264,206387150.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387150.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
265,206387150.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387150.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
266,206387151.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387151.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
267,206387151.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387151.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
268,206387151.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387151.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
269,206387151.921,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387151.921,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
270,206387152.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387152.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
271,206387152.421,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387152.421,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
272,206387152.671,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387152.671,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
273,206387152.921,0.2,0,0x0004,4,0,0,1,0,0,0,0,0,0,"AS,t=206387152.921,risk=0.20,state=0,flags=0x0004,time=0,pos=0,vel=1,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
274,206387153.171,0.0,0,0x0000,0,0,0,0,0,0,0,0,0,0,"AS,t=206387153.171,risk=0.00,state=0,flags=0x0000,time=0,pos=0,vel=0,imu=0,stale=0,heading=0,stationary=0,innovation=0,rejected=0"
